areaName,Borough,areaType,Attribute,Value
Hamilton Heights,Manhattan,neighborhood,2019-02,2395
Hamilton Heights,Manhattan,neighborhood,2019-03,2450
Hamilton Heights,Manhattan,neighborhood,2019-04,2500
Hamilton Heights,Manhattan,neighborhood,2019-05,2500
Hamilton Heights,Manhattan,neighborhood,2019-06,2548
Hamilton Heights,Manhattan,neighborhood,2019-07,2544
Hamilton Heights,Manhattan,neighborhood,2019-08,2600
Hamilton Heights,Manhattan,neighborhood,2019-09,2575
Hamilton Heights,Manhattan,neighborhood,2019-10,2450
Hamilton Heights,Manhattan,neighborhood,2019-11,2450
Hamilton Heights,Manhattan,neighborhood,2019-12,2425
Hamilton Heights,Manhattan,neighborhood,2020-01,2350
Hamilton Heights,Manhattan,neighborhood,2020-02,2500
Hamilton Heights,Manhattan,neighborhood,2020-03,2600
Hamilton Heights,Manhattan,neighborhood,2020-04,2695
Hamilton Heights,Manhattan,neighborhood,2020-05,2500
Hamilton Heights,Manhattan,neighborhood,2020-06,2500
Hamilton Heights,Manhattan,neighborhood,2020-07,2475
Hamilton Heights,Manhattan,neighborhood,2020-08,2390
Hamilton Heights,Manhattan,neighborhood,2020-09,2300
Hamilton Heights,Manhattan,neighborhood,2020-10,2350
Hamilton Heights,Manhattan,neighborhood,2020-11,2295
Hamilton Heights,Manhattan,neighborhood,2020-12,2295
Hamilton Heights,Manhattan,neighborhood,2021-01,2292
Hamilton Heights,Manhattan,neighborhood,2021-02,2250
Hamilton Heights,Manhattan,neighborhood,2021-03,2200
Hamilton Heights,Manhattan,neighborhood,2021-04,2250
Hamilton Heights,Manhattan,neighborhood,2021-05,2295
Hamilton Heights,Manhattan,neighborhood,2021-06,2300
Hamilton Heights,Manhattan,neighborhood,2021-07,2350
Hamilton Heights,Manhattan,neighborhood,2021-08,2350
Highbridge,Bronx,neighborhood,2010-03,1125
Highbridge,Bronx,neighborhood,2013-03,1248
Highbridge,Bronx,neighborhood,2014-09,1525
Highbridge,Bronx,neighborhood,2014-10,1525
Highbridge,Bronx,neighborhood,2014-11,1525
Highbridge,Bronx,neighborhood,2014-12,1400
Highbridge,Bronx,neighborhood,2015-01,1250
Highbridge,Bronx,neighborhood,2015-02,1350
Highbridge,Bronx,neighborhood,2015-03,1275
Highbridge,Bronx,neighborhood,2015-04,1297
Highbridge,Bronx,neighborhood,2015-06,1525
Highbridge,Bronx,neighborhood,2015-07,1250
Highbridge,Bronx,neighborhood,2015-08,1688
Highbridge,Bronx,neighborhood,2015-09,1500
Highbridge,Bronx,neighborhood,2015-10,1675
Highbridge,Bronx,neighborhood,2015-11,1348
Highbridge,Bronx,neighborhood,2015-12,1700
Highbridge,Bronx,neighborhood,2016-01,1900
Highbridge,Bronx,neighborhood,2016-02,1900
Highbridge,Bronx,neighborhood,2016-04,1650
Highbridge,Bronx,neighborhood,2016-05,1650
Highbridge,Bronx,neighborhood,2016-06,1700
Highbridge,Bronx,neighborhood,2016-07,1700
Highbridge,Bronx,neighborhood,2016-08,1700
Highbridge,Bronx,neighborhood,2016-09,1638
Highbridge,Bronx,neighborhood,2016-10,1699
Highbridge,Bronx,neighborhood,2016-11,1600
Highbridge,Bronx,neighborhood,2016-12,1549
Highbridge,Bronx,neighborhood,2017-01,1650
Highbridge,Bronx,neighborhood,2017-02,1650
Highbridge,Bronx,neighborhood,2017-03,1650
Highbridge,Bronx,neighborhood,2017-04,1588
Highbridge,Bronx,neighborhood,2017-05,1625
Highbridge,Bronx,neighborhood,2017-06,1750
Highbridge,Bronx,neighborhood,2017-07,1800
Highbridge,Bronx,neighborhood,2017-08,1750
Highbridge,Bronx,neighborhood,2017-09,2030
Highbridge,Bronx,neighborhood,2017-10,1850
Highbridge,Bronx,neighborhood,2017-11,1790
Highbridge,Bronx,neighborhood,2017-12,1790
Highbridge,Bronx,neighborhood,2018-01,1885
Highbridge,Bronx,neighborhood,2018-02,1970
Highbridge,Bronx,neighborhood,2018-03,1800
Highbridge,Bronx,neighborhood,2018-04,1763
Highbridge,Bronx,neighborhood,2018-05,1800
Highbridge,Bronx,neighborhood,2018-06,1800
Highbridge,Bronx,neighborhood,2018-07,1775
Highbridge,Bronx,neighborhood,2018-08,1725
Highbridge,Bronx,neighborhood,2018-09,1800
Highbridge,Bronx,neighborhood,2018-10,1995
Highbridge,Bronx,neighborhood,2018-11,1950
Highbridge,Bronx,neighborhood,2018-12,1950
Highbridge,Bronx,neighborhood,2019-01,2196
Highbridge,Bronx,neighborhood,2019-02,2166
Highbridge,Bronx,neighborhood,2019-03,1850
Highbridge,Bronx,neighborhood,2019-04,1630
Highbridge,Bronx,neighborhood,2019-05,1636
Highbridge,Bronx,neighborhood,2019-06,1850
Highbridge,Bronx,neighborhood,2019-07,1948
Highbridge,Bronx,neighborhood,2019-08,1850
Highbridge,Bronx,neighborhood,2019-09,1675
Highbridge,Bronx,neighborhood,2019-10,1750
Highbridge,Bronx,neighborhood,2019-11,1800
Highbridge,Bronx,neighborhood,2019-12,1900
Highbridge,Bronx,neighborhood,2020-01,1935
Highbridge,Bronx,neighborhood,2020-02,1945
Highbridge,Bronx,neighborhood,2020-03,1800
Highbridge,Bronx,neighborhood,2020-04,1952
Highbridge,Bronx,neighborhood,2020-05,1902
Highbridge,Bronx,neighborhood,2020-06,1902
Highbridge,Bronx,neighborhood,2020-07,2000
Highbridge,Bronx,neighborhood,2020-08,1843
Highbridge,Bronx,neighborhood,2020-09,1825
Highbridge,Bronx,neighborhood,2020-10,1875
Highbridge,Bronx,neighborhood,2020-11,1799
Highbridge,Bronx,neighborhood,2020-12,1700
Highbridge,Bronx,neighborhood,2021-01,1650
Highbridge,Bronx,neighborhood,2021-02,1713
Highbridge,Bronx,neighborhood,2021-03,1852
Highbridge,Bronx,neighborhood,2021-04,1796
Highbridge,Bronx,neighborhood,2021-05,1880
Highbridge,Bronx,neighborhood,2021-06,1900
Highbridge,Bronx,neighborhood,2021-07,1902
Highbridge,Bronx,neighborhood,2021-08,1950
Hillcrest,Queens,neighborhood,2017-03,2500
Hillcrest,Queens,neighborhood,2017-04,2425
Hillcrest,Queens,neighborhood,2017-05,2350
Hillcrest,Queens,neighborhood,2017-06,2375
Hillcrest,Queens,neighborhood,2017-07,2525
Hillcrest,Queens,neighborhood,2018-04,2550
Hillcrest,Queens,neighborhood,2018-08,4075
Hillcrest,Queens,neighborhood,2018-12,3350
Hillcrest,Queens,neighborhood,2019-01,3100
Hillcrest,Queens,neighborhood,2019-03,3200
Hillcrest,Queens,neighborhood,2019-05,2850
Hillcrest,Queens,neighborhood,2019-06,2500
Hillcrest,Queens,neighborhood,2019-07,2300
Hillcrest,Queens,neighborhood,2020-07,2900
Hollis,Queens,neighborhood,2021-07,1751
Hollis,Queens,neighborhood,2021-08,1618
Howard Beach,Queens,neighborhood,2015-10,1400
Howard Beach,Queens,neighborhood,2015-11,1400
Howard Beach,Queens,neighborhood,2017-06,2200
Howard Beach,Queens,neighborhood,2017-07,1950
Howard Beach,Queens,neighborhood,2017-10,1725
Howard Beach,Queens,neighborhood,2018-03,1800
Howard Beach,Queens,neighborhood,2018-09,2000
Howard Beach,Queens,neighborhood,2018-11,2000
Howard Beach,Queens,neighborhood,2018-12,2000
Hunts Point,Bronx,neighborhood,2017-06,1650
Hunts Point,Bronx,neighborhood,2017-07,1650
Hunts Point,Bronx,neighborhood,2017-11,2125
Hunts Point,Bronx,neighborhood,2018-01,1625
Inwood,Manhattan,neighborhood,2010-01,1400
Inwood,Manhattan,neighborhood,2010-02,1395
Inwood,Manhattan,neighborhood,2010-03,1395
Inwood,Manhattan,neighborhood,2010-04,1395
Inwood,Manhattan,neighborhood,2010-05,1350
Inwood,Manhattan,neighborhood,2010-06,1349
Inwood,Manhattan,neighborhood,2010-07,1363
Inwood,Manhattan,neighborhood,2010-08,1450
Inwood,Manhattan,neighborhood,2010-09,1595
Inwood,Manhattan,neighborhood,2010-10,1595
Inwood,Manhattan,neighborhood,2010-11,1595
Inwood,Manhattan,neighborhood,2010-12,1600
Inwood,Manhattan,neighborhood,2011-01,1700
Inwood,Manhattan,neighborhood,2011-02,1595
Inwood,Manhattan,neighborhood,2011-03,1573
Inwood,Manhattan,neighborhood,2011-04,1600
Inwood,Manhattan,neighborhood,2011-05,1573
Inwood,Manhattan,neighborhood,2011-06,1395
Inwood,Manhattan,neighborhood,2011-07,1500
Inwood,Manhattan,neighborhood,2011-08,1468
Inwood,Manhattan,neighborhood,2011-09,1600
Inwood,Manhattan,neighborhood,2011-10,1625
Inwood,Manhattan,neighborhood,2011-11,1450
Inwood,Manhattan,neighborhood,2011-12,1510
Inwood,Manhattan,neighborhood,2012-01,1475
Inwood,Manhattan,neighborhood,2012-02,1450
Inwood,Manhattan,neighborhood,2012-03,1465
Inwood,Manhattan,neighborhood,2012-04,1453
Inwood,Manhattan,neighborhood,2012-05,1475
Inwood,Manhattan,neighborhood,2012-06,1545
Inwood,Manhattan,neighborhood,2012-07,1545
Inwood,Manhattan,neighborhood,2012-08,1550
Inwood,Manhattan,neighborhood,2012-09,1525
Inwood,Manhattan,neighborhood,2012-10,1499
Inwood,Manhattan,neighborhood,2012-11,1425
Inwood,Manhattan,neighborhood,2012-12,1450
Inwood,Manhattan,neighborhood,2013-01,1450
Inwood,Manhattan,neighborhood,2013-02,1400
Inwood,Manhattan,neighborhood,2013-03,1500
Inwood,Manhattan,neighborhood,2013-04,1413
Inwood,Manhattan,neighborhood,2013-05,1538
Inwood,Manhattan,neighborhood,2013-06,1700
Inwood,Manhattan,neighborhood,2013-07,1700
Inwood,Manhattan,neighborhood,2013-08,1675
Inwood,Manhattan,neighborhood,2013-09,1600
Inwood,Manhattan,neighborhood,2013-10,1725
Inwood,Manhattan,neighborhood,2013-11,1738
Inwood,Manhattan,neighborhood,2013-12,1725
Inwood,Manhattan,neighborhood,2014-01,1750
Inwood,Manhattan,neighborhood,2014-02,1588
Inwood,Manhattan,neighborhood,2014-03,1587
Inwood,Manhattan,neighborhood,2014-04,1650
Inwood,Manhattan,neighborhood,2014-05,1603
Inwood,Manhattan,neighborhood,2014-06,1650
Inwood,Manhattan,neighborhood,2014-07,1650
Inwood,Manhattan,neighborhood,2014-08,1700
Inwood,Manhattan,neighborhood,2014-09,1750
Inwood,Manhattan,neighborhood,2014-10,1750
Inwood,Manhattan,neighborhood,2014-11,1800
Inwood,Manhattan,neighborhood,2014-12,1650
Inwood,Manhattan,neighborhood,2015-01,1782
Inwood,Manhattan,neighborhood,2015-02,1750
Inwood,Manhattan,neighborhood,2015-03,1685
Inwood,Manhattan,neighborhood,2015-04,1850
Inwood,Manhattan,neighborhood,2015-05,1800
Inwood,Manhattan,neighborhood,2015-06,1898
Inwood,Manhattan,neighborhood,2015-07,1950
Inwood,Manhattan,neighborhood,2015-08,1950
Inwood,Manhattan,neighborhood,2015-09,1800
Inwood,Manhattan,neighborhood,2015-10,1925
Inwood,Manhattan,neighborhood,2015-11,1900
Inwood,Manhattan,neighborhood,2015-12,1900
Inwood,Manhattan,neighborhood,2016-01,1907
Inwood,Manhattan,neighborhood,2016-02,1795
Inwood,Manhattan,neighborhood,2016-03,1850
Inwood,Manhattan,neighborhood,2016-04,1950
Inwood,Manhattan,neighborhood,2016-05,1973
Inwood,Manhattan,neighborhood,2016-06,1850
Inwood,Manhattan,neighborhood,2016-07,1850
Inwood,Manhattan,neighborhood,2016-08,1825
Inwood,Manhattan,neighborhood,2016-09,1800
Inwood,Manhattan,neighborhood,2016-10,1795
Inwood,Manhattan,neighborhood,2016-11,1795
Inwood,Manhattan,neighborhood,2016-12,1798
Inwood,Manhattan,neighborhood,2017-01,1750
Inwood,Manhattan,neighborhood,2017-02,1800
Inwood,Manhattan,neighborhood,2017-03,1850
Inwood,Manhattan,neighborhood,2017-04,1875
Inwood,Manhattan,neighborhood,2017-05,1891
Inwood,Manhattan,neighborhood,2017-06,1850
Inwood,Manhattan,neighborhood,2017-07,1850
Inwood,Manhattan,neighborhood,2017-08,1850
Inwood,Manhattan,neighborhood,2017-09,1850
Inwood,Manhattan,neighborhood,2017-10,1850
Inwood,Manhattan,neighborhood,2017-11,1750
Inwood,Manhattan,neighborhood,2017-12,1796
Inwood,Manhattan,neighborhood,2018-01,1850
Inwood,Manhattan,neighborhood,2018-02,1850
Inwood,Manhattan,neighborhood,2018-03,1912
Inwood,Manhattan,neighborhood,2018-04,1900
Inwood,Manhattan,neighborhood,2018-05,1850
Inwood,Manhattan,neighborhood,2018-06,2000
Inwood,Manhattan,neighborhood,2018-07,2000
Inwood,Manhattan,neighborhood,2018-08,1938
Inwood,Manhattan,neighborhood,2018-09,1925
Inwood,Manhattan,neighborhood,2018-10,1963
Inwood,Manhattan,neighborhood,2018-11,1900
Inwood,Manhattan,neighborhood,2018-12,1877
Inwood,Manhattan,neighborhood,2019-01,1800
Inwood,Manhattan,neighborhood,2019-02,1950
Inwood,Manhattan,neighborhood,2019-03,1918
Inwood,Manhattan,neighborhood,2019-04,1950
Inwood,Manhattan,neighborhood,2019-05,1895
Inwood,Manhattan,neighborhood,2019-06,1963
Inwood,Manhattan,neighborhood,2019-07,2060
Inwood,Manhattan,neighborhood,2019-08,2050
Inwood,Manhattan,neighborhood,2019-09,2065
Inwood,Manhattan,neighborhood,2019-10,2100
Inwood,Manhattan,neighborhood,2019-11,2000
Inwood,Manhattan,neighborhood,2019-12,2000
Inwood,Manhattan,neighborhood,2020-01,2025
Inwood,Manhattan,neighborhood,2020-02,2050
Inwood,Manhattan,neighborhood,2020-03,1995
Inwood,Manhattan,neighborhood,2020-04,2075
Inwood,Manhattan,neighborhood,2020-05,2000
Inwood,Manhattan,neighborhood,2020-06,1925
Inwood,Manhattan,neighborhood,2020-07,1929
Inwood,Manhattan,neighborhood,2020-08,2000
Inwood,Manhattan,neighborhood,2020-09,1925
Inwood,Manhattan,neighborhood,2020-10,1875
Inwood,Manhattan,neighborhood,2020-11,1875
Inwood,Manhattan,neighborhood,2020-12,1850
Inwood,Manhattan,neighborhood,2021-01,1850
Inwood,Manhattan,neighborhood,2021-02,1930
Inwood,Manhattan,neighborhood,2021-03,1936
Inwood,Manhattan,neighborhood,2021-04,1899
Inwood,Manhattan,neighborhood,2021-05,1850
Inwood,Manhattan,neighborhood,2021-06,1800
Inwood,Manhattan,neighborhood,2021-07,1850
Inwood,Manhattan,neighborhood,2021-08,1858
Jackson Heights,Queens,neighborhood,2010-01,1250
Jackson Heights,Queens,neighborhood,2010-02,1250
Jackson Heights,Queens,neighborhood,2010-03,1425
Jackson Heights,Queens,neighborhood,2010-06,1363
Jackson Heights,Queens,neighborhood,2010-07,1375
Jackson Heights,Queens,neighborhood,2010-12,1525
Jackson Heights,Queens,neighborhood,2011-03,1345
Jackson Heights,Queens,neighborhood,2011-04,1345
Jackson Heights,Queens,neighborhood,2011-05,1375
Jackson Heights,Queens,neighborhood,2011-06,1375
Jackson Heights,Queens,neighborhood,2011-07,1325
Jackson Heights,Queens,neighborhood,2011-08,1450
Jackson Heights,Queens,neighborhood,2011-09,1525
Jackson Heights,Queens,neighborhood,2011-11,1395
Jackson Heights,Queens,neighborhood,2011-12,1500
Jackson Heights,Queens,neighborhood,2012-01,1500
Jackson Heights,Queens,neighborhood,2012-02,1500
Jackson Heights,Queens,neighborhood,2012-03,1500
Jackson Heights,Queens,neighborhood,2012-04,1440
Jackson Heights,Queens,neighborhood,2012-05,1500
Jackson Heights,Queens,neighborhood,2012-06,1500
Jackson Heights,Queens,neighborhood,2012-07,1500
Jackson Heights,Queens,neighborhood,2012-08,1500
Jackson Heights,Queens,neighborhood,2012-09,1575
Jackson Heights,Queens,neighborhood,2012-10,1700
Jackson Heights,Queens,neighborhood,2012-11,1675
Jackson Heights,Queens,neighborhood,2012-12,1600
Jackson Heights,Queens,neighborhood,2013-01,1548
Jackson Heights,Queens,neighborhood,2013-02,1600
Jackson Heights,Queens,neighborhood,2013-03,1600
Jackson Heights,Queens,neighborhood,2013-04,1650
Jackson Heights,Queens,neighborhood,2013-05,1575
Jackson Heights,Queens,neighborhood,2013-06,1500
Jackson Heights,Queens,neighborhood,2013-07,1625
Jackson Heights,Queens,neighborhood,2013-08,1500
Jackson Heights,Queens,neighborhood,2013-09,1575
Jackson Heights,Queens,neighborhood,2013-10,1600
Jackson Heights,Queens,neighborhood,2013-11,1625
Jackson Heights,Queens,neighborhood,2013-12,1600
Jackson Heights,Queens,neighborhood,2014-01,1600
Jackson Heights,Queens,neighborhood,2014-02,1725
Jackson Heights,Queens,neighborhood,2014-03,1750
Jackson Heights,Queens,neighborhood,2014-04,1750
Jackson Heights,Queens,neighborhood,2014-05,1750
Jackson Heights,Queens,neighborhood,2014-06,1700
Jackson Heights,Queens,neighborhood,2014-07,1700
Jackson Heights,Queens,neighborhood,2014-08,1700
Jackson Heights,Queens,neighborhood,2014-09,1700
Jackson Heights,Queens,neighborhood,2014-10,1700
Jackson Heights,Queens,neighborhood,2014-11,1700
Jackson Heights,Queens,neighborhood,2014-12,1700
Jackson Heights,Queens,neighborhood,2015-01,1750
Jackson Heights,Queens,neighborhood,2015-02,1750
Jackson Heights,Queens,neighborhood,2015-03,1750
Jackson Heights,Queens,neighborhood,2015-04,1750
Jackson Heights,Queens,neighborhood,2015-05,1750
Jackson Heights,Queens,neighborhood,2015-06,1800
Jackson Heights,Queens,neighborhood,2015-07,1800
Jackson Heights,Queens,neighborhood,2015-08,1813
Jackson Heights,Queens,neighborhood,2015-09,1800
Jackson Heights,Queens,neighborhood,2015-10,1798
Jackson Heights,Queens,neighborhood,2015-11,1800
Jackson Heights,Queens,neighborhood,2015-12,1800
Jackson Heights,Queens,neighborhood,2016-01,1800
Jackson Heights,Queens,neighborhood,2016-02,1800
Jackson Heights,Queens,neighborhood,2016-03,1750
Jackson Heights,Queens,neighborhood,2016-04,1813
Jackson Heights,Queens,neighborhood,2016-05,1800
Jackson Heights,Queens,neighborhood,2016-06,1842
Jackson Heights,Queens,neighborhood,2016-07,1863
Jackson Heights,Queens,neighborhood,2016-08,1900
Jackson Heights,Queens,neighborhood,2016-09,1875
Jackson Heights,Queens,neighborhood,2016-10,1900
Jackson Heights,Queens,neighborhood,2016-11,1913
Jackson Heights,Queens,neighborhood,2016-12,1950
Jackson Heights,Queens,neighborhood,2017-01,1950
Jackson Heights,Queens,neighborhood,2017-02,1850
Jackson Heights,Queens,neighborhood,2017-03,1850
Jackson Heights,Queens,neighborhood,2017-04,1850
Jackson Heights,Queens,neighborhood,2017-05,1850
Jackson Heights,Queens,neighborhood,2017-06,1850
Jackson Heights,Queens,neighborhood,2017-07,1850
Jackson Heights,Queens,neighborhood,2017-08,1850
Jackson Heights,Queens,neighborhood,2017-09,1900
Jackson Heights,Queens,neighborhood,2017-10,1850
Jackson Heights,Queens,neighborhood,2017-11,1900
Jackson Heights,Queens,neighborhood,2017-12,1925
Jackson Heights,Queens,neighborhood,2018-01,1900
Jackson Heights,Queens,neighborhood,2018-02,1950
Jackson Heights,Queens,neighborhood,2018-03,1895
Jackson Heights,Queens,neighborhood,2018-04,1875
Jackson Heights,Queens,neighborhood,2018-05,1850
Jackson Heights,Queens,neighborhood,2018-06,1850
Jackson Heights,Queens,neighborhood,2018-07,1950
Jackson Heights,Queens,neighborhood,2018-08,1950
Jackson Heights,Queens,neighborhood,2018-09,1950
Jackson Heights,Queens,neighborhood,2018-10,1900
Jackson Heights,Queens,neighborhood,2018-11,1795
Jackson Heights,Queens,neighborhood,2018-12,1795
Jackson Heights,Queens,neighborhood,2019-01,1788
Jackson Heights,Queens,neighborhood,2019-02,1800
Jackson Heights,Queens,neighborhood,2019-03,1850
Jackson Heights,Queens,neighborhood,2019-04,1900
Jackson Heights,Queens,neighborhood,2019-05,1989
Jackson Heights,Queens,neighborhood,2019-06,2000
Jackson Heights,Queens,neighborhood,2019-07,2100
Jackson Heights,Queens,neighborhood,2019-08,2008
Jackson Heights,Queens,neighborhood,2019-09,2000
Jackson Heights,Queens,neighborhood,2019-10,1950
Jackson Heights,Queens,neighborhood,2019-11,2000
Jackson Heights,Queens,neighborhood,2019-12,1997
Jackson Heights,Queens,neighborhood,2020-01,2099
Jackson Heights,Queens,neighborhood,2020-02,2100
Jackson Heights,Queens,neighborhood,2020-03,2000
Jackson Heights,Queens,neighborhood,2020-04,2000
Jackson Heights,Queens,neighborhood,2020-05,1950
Jackson Heights,Queens,neighborhood,2020-06,1997
Jackson Heights,Queens,neighborhood,2020-07,1999
Jackson Heights,Queens,neighborhood,2020-08,1950
Jackson Heights,Queens,neighborhood,2020-09,1950
Jackson Heights,Queens,neighborhood,2020-10,1950
Jackson Heights,Queens,neighborhood,2020-11,1870
Jackson Heights,Queens,neighborhood,2020-12,1800
Jackson Heights,Queens,neighborhood,2021-01,1800
Jackson Heights,Queens,neighborhood,2021-02,1825
Jackson Heights,Queens,neighborhood,2021-03,1850
Jackson Heights,Queens,neighborhood,2021-04,1800
Jackson Heights,Queens,neighborhood,2021-05,1800
Jackson Heights,Queens,neighborhood,2021-06,1850
Jackson Heights,Queens,neighborhood,2021-07,1900
Jackson Heights,Queens,neighborhood,2021-08,1900
Jamaica,Queens,neighborhood,2011-02,1525
Jamaica,Queens,neighborhood,2012-01,1750
Jamaica,Queens,neighborhood,2012-02,1758
Jamaica,Queens,neighborhood,2012-03,1758
Jamaica,Queens,neighborhood,2012-04,1616
Jamaica,Queens,neighborhood,2012-05,1616
Jamaica,Queens,neighborhood,2012-06,1899
Jamaica,Queens,neighborhood,2012-07,1758
Jamaica,Queens,neighborhood,2013-04,1573
Jamaica,Queens,neighborhood,2013-05,1595
Jamaica,Queens,neighborhood,2013-06,1500
Jamaica,Queens,neighborhood,2013-07,1545
Jamaica,Queens,neighborhood,2013-08,1795
Jamaica,Queens,neighborhood,2013-09,1650
Jamaica,Queens,neighborhood,2013-10,1595
Jamaica,Queens,neighborhood,2013-11,1688
Jamaica,Queens,neighborhood,2013-12,1750
Jamaica,Queens,neighborhood,2014-03,1595
Jamaica,Queens,neighborhood,2014-09,2000
Jamaica,Queens,neighborhood,2014-10,1645
Jamaica,Queens,neighborhood,2014-11,1695
Jamaica,Queens,neighborhood,2014-12,1850
Jamaica,Queens,neighborhood,2015-01,2150
Jamaica,Queens,neighborhood,2015-03,1813
Jamaica,Queens,neighborhood,2015-04,1550
Jamaica,Queens,neighborhood,2015-05,1600
Jamaica,Queens,neighborhood,2015-06,1695
Jamaica,Queens,neighborhood,2015-07,1625
Jamaica,Queens,neighborhood,2015-08,1625
Jamaica,Queens,neighborhood,2015-09,1600
Jamaica,Queens,neighborhood,2015-10,1549
Jamaica,Queens,neighborhood,2015-11,1750
Jamaica,Queens,neighborhood,2015-12,1945
Jamaica,Queens,neighborhood,2016-01,1800
Jamaica,Queens,neighborhood,2016-02,1800
Jamaica,Queens,neighborhood,2016-03,1950
Jamaica,Queens,neighborhood,2016-04,1994
Jamaica,Queens,neighborhood,2016-05,1875
Jamaica,Queens,neighborhood,2016-08,1956
Jamaica,Queens,neighborhood,2016-09,1854
Jamaica,Queens,neighborhood,2016-10,1902
Jamaica,Queens,neighborhood,2016-11,1902
Jamaica,Queens,neighborhood,2016-12,1950
Jamaica,Queens,neighborhood,2017-01,1903
Jamaica,Queens,neighborhood,2017-02,1950
Jamaica,Queens,neighborhood,2017-03,2010
Jamaica,Queens,neighborhood,2017-04,2000
Jamaica,Queens,neighborhood,2017-05,1975
Jamaica,Queens,neighborhood,2017-06,2383
Jamaica,Queens,neighborhood,2017-07,2450
Jamaica,Queens,neighborhood,2017-08,1725
Jamaica,Queens,neighborhood,2017-09,1763
Jamaica,Queens,neighborhood,2017-10,2050
Jamaica,Queens,neighborhood,2017-11,1828
Jamaica,Queens,neighborhood,2017-12,1828
Jamaica,Queens,neighborhood,2018-01,1995
Jamaica,Queens,neighborhood,2018-02,1995
Jamaica,Queens,neighborhood,2018-03,1995
Jamaica,Queens,neighborhood,2018-04,1998
Jamaica,Queens,neighborhood,2018-05,1946
Jamaica,Queens,neighborhood,2018-06,2200
Jamaica,Queens,neighborhood,2018-07,2383
Jamaica,Queens,neighborhood,2018-08,2329
Jamaica,Queens,neighborhood,2018-09,2275
Jamaica,Queens,neighborhood,2018-10,2170
Jamaica,Queens,neighborhood,2018-11,2170
Jamaica,Queens,neighborhood,2018-12,2125
Jamaica,Queens,neighborhood,2019-01,2170
Jamaica,Queens,neighborhood,2019-02,1993
Jamaica,Queens,neighborhood,2019-03,2100
Jamaica,Queens,neighborhood,2019-04,2170
Jamaica,Queens,neighborhood,2019-05,2170
Jamaica,Queens,neighborhood,2019-06,2170
Jamaica,Queens,neighborhood,2019-07,2170
Jamaica,Queens,neighborhood,2019-08,2178
Jamaica,Queens,neighborhood,2019-09,2200
Jamaica,Queens,neighborhood,2019-10,2200
Jamaica,Queens,neighborhood,2019-11,2200
Jamaica,Queens,neighborhood,2019-12,2200
Jamaica,Queens,neighborhood,2020-01,2188
Jamaica,Queens,neighborhood,2020-02,2229
Jamaica,Queens,neighborhood,2020-03,2263
Jamaica,Queens,neighborhood,2020-04,2175
Jamaica,Queens,neighborhood,2020-05,2075
Jamaica,Queens,neighborhood,2020-06,1994
Jamaica,Queens,neighborhood,2020-07,2111
Jamaica,Queens,neighborhood,2020-08,1999
Jamaica,Queens,neighborhood,2020-09,2002
Jamaica,Queens,neighborhood,2020-10,2083
Jamaica,Queens,neighborhood,2020-11,2100
Jamaica,Queens,neighborhood,2020-12,2016
Jamaica,Queens,neighborhood,2021-01,2163
Jamaica,Queens,neighborhood,2021-02,2248
Jamaica,Queens,neighborhood,2021-03,2000
Jamaica,Queens,neighborhood,2021-04,2000
Jamaica,Queens,neighborhood,2021-05,2100
Jamaica,Queens,neighborhood,2021-06,2200
Jamaica,Queens,neighborhood,2021-07,2225
Jamaica,Queens,neighborhood,2021-08,2542
Jamaica Estates,Queens,neighborhood,2014-07,1525
Jamaica Estates,Queens,neighborhood,2014-08,1650
Jamaica Estates,Queens,neighborhood,2014-09,1673
Jamaica Estates,Queens,neighborhood,2014-11,1650
Jamaica Estates,Queens,neighborhood,2014-12,1700
Jamaica Estates,Queens,neighborhood,2015-01,1700
Jamaica Estates,Queens,neighborhood,2015-03,1573
Jamaica Estates,Queens,neighborhood,2015-05,1650
Jamaica Estates,Queens,neighborhood,2015-06,1695
Jamaica Estates,Queens,neighborhood,2015-07,1625
Jamaica Estates,Queens,neighborhood,2015-08,1700
Jamaica Estates,Queens,neighborhood,2015-09,1700
Jamaica Estates,Queens,neighborhood,2015-10,1650
Jamaica Estates,Queens,neighborhood,2015-11,1613
Jamaica Estates,Queens,neighborhood,2015-12,1638
Jamaica Estates,Queens,neighborhood,2016-01,1625
Jamaica Estates,Queens,neighborhood,2016-02,1650
Jamaica Estates,Queens,neighborhood,2016-03,1573
Jamaica Estates,Queens,neighborhood,2016-04,1550
Jamaica Estates,Queens,neighborhood,2016-05,1625
Jamaica Estates,Queens,neighborhood,2016-06,1700
Jamaica Estates,Queens,neighborhood,2016-07,1700
Jamaica Estates,Queens,neighborhood,2016-08,1900
Jamaica Estates,Queens,neighborhood,2016-09,1700
Jamaica Estates,Queens,neighborhood,2016-10,1700
Jamaica Estates,Queens,neighborhood,2016-11,1750
Jamaica Estates,Queens,neighborhood,2016-12,2025
Jamaica Estates,Queens,neighborhood,2017-01,2250
Jamaica Estates,Queens,neighborhood,2017-02,2195
Jamaica Estates,Queens,neighborhood,2017-03,1738
Jamaica Estates,Queens,neighborhood,2017-04,1795
Jamaica Estates,Queens,neighborhood,2017-05,1600
Jamaica Estates,Queens,neighborhood,2017-06,1750
Jamaica Estates,Queens,neighborhood,2017-07,1938
Jamaica Estates,Queens,neighborhood,2017-08,2998
Jamaica Estates,Queens,neighborhood,2017-09,2495
