areaName,Borough,areaType,Attribute,Value
All Downtown,Manhattan,submarket,2010-01,3200
All Downtown,Manhattan,submarket,2010-02,3200
All Downtown,Manhattan,submarket,2010-03,3025
All Downtown,Manhattan,submarket,2010-04,3100
All Downtown,Manhattan,submarket,2010-05,3100
All Downtown,Manhattan,submarket,2010-06,3200
All Downtown,Manhattan,submarket,2010-07,3195
All Downtown,Manhattan,submarket,2010-08,3200
All Downtown,Manhattan,submarket,2010-09,3400
All Downtown,Manhattan,submarket,2010-10,3495
All Downtown,Manhattan,submarket,2010-11,3450
All Downtown,Manhattan,submarket,2010-12,3400
All Downtown,Manhattan,submarket,2011-01,3375
All Downtown,Manhattan,submarket,2011-02,3397
All Downtown,Manhattan,submarket,2011-03,3300
All Downtown,Manhattan,submarket,2011-04,3300
All Downtown,Manhattan,submarket,2011-05,3395
All Downtown,Manhattan,submarket,2011-06,3400
All Downtown,Manhattan,submarket,2011-07,3395
All Downtown,Manhattan,submarket,2011-08,3495
All Downtown,Manhattan,submarket,2011-09,3600
All Downtown,Manhattan,submarket,2011-10,3650
All Downtown,Manhattan,submarket,2011-11,3550
All Downtown,Manhattan,submarket,2011-12,3495
All Downtown,Manhattan,submarket,2012-01,3450
All Downtown,Manhattan,submarket,2012-02,3450
All Downtown,Manhattan,submarket,2012-03,3500
All Downtown,Manhattan,submarket,2012-04,3500
All Downtown,Manhattan,submarket,2012-05,3563
All Downtown,Manhattan,submarket,2012-06,3550
All Downtown,Manhattan,submarket,2012-07,3500
All Downtown,Manhattan,submarket,2012-08,3550
All Downtown,Manhattan,submarket,2012-09,3650
All Downtown,Manhattan,submarket,2012-10,3600
All Downtown,Manhattan,submarket,2012-11,3650
All Downtown,Manhattan,submarket,2012-12,3650
All Downtown,Manhattan,submarket,2013-01,3525
All Downtown,Manhattan,submarket,2013-02,3500
All Downtown,Manhattan,submarket,2013-03,3500
All Downtown,Manhattan,submarket,2013-04,3500
All Downtown,Manhattan,submarket,2013-05,3500
All Downtown,Manhattan,submarket,2013-06,3500
All Downtown,Manhattan,submarket,2013-07,3500
All Downtown,Manhattan,submarket,2013-08,3575
All Downtown,Manhattan,submarket,2013-09,3650
All Downtown,Manhattan,submarket,2013-10,3650
All Downtown,Manhattan,submarket,2013-11,3695
All Downtown,Manhattan,submarket,2013-12,3600
All Downtown,Manhattan,submarket,2014-01,3630
All Downtown,Manhattan,submarket,2014-02,3600
All Downtown,Manhattan,submarket,2014-03,3600
All Downtown,Manhattan,submarket,2014-04,3650
All Downtown,Manhattan,submarket,2014-05,3650
All Downtown,Manhattan,submarket,2014-06,3595
All Downtown,Manhattan,submarket,2014-07,3595
All Downtown,Manhattan,submarket,2014-08,3595
All Downtown,Manhattan,submarket,2014-09,3650
All Downtown,Manhattan,submarket,2014-10,3600
All Downtown,Manhattan,submarket,2014-11,3600
All Downtown,Manhattan,submarket,2014-12,3600
All Downtown,Manhattan,submarket,2015-01,3600
All Downtown,Manhattan,submarket,2015-02,3640
All Downtown,Manhattan,submarket,2015-03,3650
All Downtown,Manhattan,submarket,2015-04,3700
All Downtown,Manhattan,submarket,2015-05,3750
All Downtown,Manhattan,submarket,2015-06,3700
All Downtown,Manhattan,submarket,2015-07,3700
All Downtown,Manhattan,submarket,2015-08,3770
All Downtown,Manhattan,submarket,2015-09,3795
All Downtown,Manhattan,submarket,2015-10,3800
All Downtown,Manhattan,submarket,2015-11,3750
All Downtown,Manhattan,submarket,2015-12,3775
All Downtown,Manhattan,submarket,2016-01,3700
All Downtown,Manhattan,submarket,2016-02,3701
All Downtown,Manhattan,submarket,2016-03,3750
All Downtown,Manhattan,submarket,2016-04,3795
All Downtown,Manhattan,submarket,2016-05,3800
All Downtown,Manhattan,submarket,2016-06,3850
All Downtown,Manhattan,submarket,2016-07,3891
All Downtown,Manhattan,submarket,2016-08,3795
All Downtown,Manhattan,submarket,2016-09,3795
All Downtown,Manhattan,submarket,2016-10,3757
All Downtown,Manhattan,submarket,2016-11,3700
All Downtown,Manhattan,submarket,2016-12,3650
All Downtown,Manhattan,submarket,2017-01,3650
All Downtown,Manhattan,submarket,2017-02,3700
All Downtown,Manhattan,submarket,2017-03,3695
All Downtown,Manhattan,submarket,2017-04,3703
All Downtown,Manhattan,submarket,2017-05,3788
All Downtown,Manhattan,submarket,2017-06,3723
All Downtown,Manhattan,submarket,2017-07,3725
All Downtown,Manhattan,submarket,2017-08,3700
All Downtown,Manhattan,submarket,2017-09,3650
All Downtown,Manhattan,submarket,2017-10,3660
All Downtown,Manhattan,submarket,2017-11,3666
All Downtown,Manhattan,submarket,2017-12,3615
All Downtown,Manhattan,submarket,2018-01,3650
All Downtown,Manhattan,submarket,2018-02,3750
All Downtown,Manhattan,submarket,2018-03,3734
All Downtown,Manhattan,submarket,2018-04,3750
All Downtown,Manhattan,submarket,2018-05,3831
All Downtown,Manhattan,submarket,2018-06,3800
All Downtown,Manhattan,submarket,2018-07,3795
All Downtown,Manhattan,submarket,2018-08,3800
All Downtown,Manhattan,submarket,2018-09,3800
All Downtown,Manhattan,submarket,2018-10,3795
All Downtown,Manhattan,submarket,2018-11,3850
All Downtown,Manhattan,submarket,2018-12,3795
All Downtown,Manhattan,submarket,2019-01,3800
All Downtown,Manhattan,submarket,2019-02,3850
All Downtown,Manhattan,submarket,2019-03,3795
All Downtown,Manhattan,submarket,2019-04,3923
All Downtown,Manhattan,submarket,2019-05,4000
All Downtown,Manhattan,submarket,2019-06,4050
All Downtown,Manhattan,submarket,2019-07,4000
All Downtown,Manhattan,submarket,2019-08,3995
All Downtown,Manhattan,submarket,2019-09,4000
All Downtown,Manhattan,submarket,2019-10,4025
All Downtown,Manhattan,submarket,2019-11,4030
All Downtown,Manhattan,submarket,2019-12,4000
All Downtown,Manhattan,submarket,2020-01,4000
All Downtown,Manhattan,submarket,2020-02,3995
All Downtown,Manhattan,submarket,2020-03,3995
All Downtown,Manhattan,submarket,2020-04,3845
All Downtown,Manhattan,submarket,2020-05,3700
All Downtown,Manhattan,submarket,2020-06,3600
All Downtown,Manhattan,submarket,2020-07,3500
All Downtown,Manhattan,submarket,2020-08,3384
All Downtown,Manhattan,submarket,2020-09,3294
All Downtown,Manhattan,submarket,2020-10,3195
All Downtown,Manhattan,submarket,2020-11,3100
All Downtown,Manhattan,submarket,2020-12,3115
All Downtown,Manhattan,submarket,2021-01,3100
All Downtown,Manhattan,submarket,2021-02,3175
All Downtown,Manhattan,submarket,2021-03,3195
All Downtown,Manhattan,submarket,2021-04,3200
All Downtown,Manhattan,submarket,2021-05,3310
All Downtown,Manhattan,submarket,2021-06,3550
All Downtown,Manhattan,submarket,2021-07,3795
All Downtown,Manhattan,submarket,2021-08,3995
All Midtown,Manhattan,submarket,2010-01,2875
All Midtown,Manhattan,submarket,2010-02,2800
All Midtown,Manhattan,submarket,2010-03,2800
All Midtown,Manhattan,submarket,2010-04,2850
All Midtown,Manhattan,submarket,2010-05,2895
All Midtown,Manhattan,submarket,2010-06,2950
All Midtown,Manhattan,submarket,2010-07,3000
All Midtown,Manhattan,submarket,2010-08,3000
All Midtown,Manhattan,submarket,2010-09,3100
All Midtown,Manhattan,submarket,2010-10,3100
All Midtown,Manhattan,submarket,2010-11,3150
All Midtown,Manhattan,submarket,2010-12,3150
All Midtown,Manhattan,submarket,2011-01,3160
All Midtown,Manhattan,submarket,2011-02,3198
All Midtown,Manhattan,submarket,2011-03,3195
All Midtown,Manhattan,submarket,2011-04,3200
All Midtown,Manhattan,submarket,2011-05,3250
All Midtown,Manhattan,submarket,2011-06,3300
All Midtown,Manhattan,submarket,2011-07,3335
All Midtown,Manhattan,submarket,2011-08,3300
All Midtown,Manhattan,submarket,2011-09,3350
All Midtown,Manhattan,submarket,2011-10,3375
All Midtown,Manhattan,submarket,2011-11,3395
All Midtown,Manhattan,submarket,2011-12,3350
All Midtown,Manhattan,submarket,2012-01,3300
All Midtown,Manhattan,submarket,2012-02,3250
All Midtown,Manhattan,submarket,2012-03,3250
All Midtown,Manhattan,submarket,2012-04,3320
All Midtown,Manhattan,submarket,2012-05,3395
All Midtown,Manhattan,submarket,2012-06,3395
All Midtown,Manhattan,submarket,2012-07,3395
All Midtown,Manhattan,submarket,2012-08,3400
All Midtown,Manhattan,submarket,2012-09,3400
All Midtown,Manhattan,submarket,2012-10,3400
All Midtown,Manhattan,submarket,2012-11,3440
All Midtown,Manhattan,submarket,2012-12,3450
All Midtown,Manhattan,submarket,2013-01,3400
All Midtown,Manhattan,submarket,2013-02,3400
All Midtown,Manhattan,submarket,2013-03,3400
All Midtown,Manhattan,submarket,2013-04,3390
All Midtown,Manhattan,submarket,2013-05,3350
All Midtown,Manhattan,submarket,2013-06,3395
All Midtown,Manhattan,submarket,2013-07,3350
All Midtown,Manhattan,submarket,2013-08,3395
All Midtown,Manhattan,submarket,2013-09,3400
All Midtown,Manhattan,submarket,2013-10,3400
All Midtown,Manhattan,submarket,2013-11,3395
All Midtown,Manhattan,submarket,2013-12,3400
All Midtown,Manhattan,submarket,2014-01,3350
All Midtown,Manhattan,submarket,2014-02,3390
All Midtown,Manhattan,submarket,2014-03,3395
All Midtown,Manhattan,submarket,2014-04,3400
All Midtown,Manhattan,submarket,2014-05,3450
All Midtown,Manhattan,submarket,2014-06,3450
All Midtown,Manhattan,submarket,2014-07,3400
All Midtown,Manhattan,submarket,2014-08,3400
All Midtown,Manhattan,submarket,2014-09,3400
All Midtown,Manhattan,submarket,2014-10,3450
All Midtown,Manhattan,submarket,2014-11,3495
All Midtown,Manhattan,submarket,2014-12,3500
All Midtown,Manhattan,submarket,2015-01,3500
All Midtown,Manhattan,submarket,2015-02,3500
All Midtown,Manhattan,submarket,2015-03,3500
All Midtown,Manhattan,submarket,2015-04,3500
All Midtown,Manhattan,submarket,2015-05,3547
All Midtown,Manhattan,submarket,2015-06,3523
All Midtown,Manhattan,submarket,2015-07,3510
All Midtown,Manhattan,submarket,2015-08,3500
All Midtown,Manhattan,submarket,2015-09,3555
All Midtown,Manhattan,submarket,2015-10,3500
All Midtown,Manhattan,submarket,2015-11,3500
All Midtown,Manhattan,submarket,2015-12,3500
All Midtown,Manhattan,submarket,2016-01,3495
All Midtown,Manhattan,submarket,2016-02,3500
All Midtown,Manhattan,submarket,2016-03,3500
All Midtown,Manhattan,submarket,2016-04,3550
All Midtown,Manhattan,submarket,2016-05,3570
All Midtown,Manhattan,submarket,2016-06,3500
All Midtown,Manhattan,submarket,2016-07,3525
All Midtown,Manhattan,submarket,2016-08,3500
All Midtown,Manhattan,submarket,2016-09,3543
All Midtown,Manhattan,submarket,2016-10,3500
All Midtown,Manhattan,submarket,2016-11,3500
All Midtown,Manhattan,submarket,2016-12,3500
All Midtown,Manhattan,submarket,2017-01,3470
All Midtown,Manhattan,submarket,2017-02,3495
All Midtown,Manhattan,submarket,2017-03,3462
All Midtown,Manhattan,submarket,2017-04,3500
All Midtown,Manhattan,submarket,2017-05,3500
All Midtown,Manhattan,submarket,2017-06,3525
All Midtown,Manhattan,submarket,2017-07,3500
All Midtown,Manhattan,submarket,2017-08,3500
All Midtown,Manhattan,submarket,2017-09,3500
All Midtown,Manhattan,submarket,2017-10,3500
All Midtown,Manhattan,submarket,2017-11,3350
All Midtown,Manhattan,submarket,2017-12,3350
All Midtown,Manhattan,submarket,2018-01,3375
All Midtown,Manhattan,submarket,2018-02,3395
All Midtown,Manhattan,submarket,2018-03,3387
All Midtown,Manhattan,submarket,2018-04,3450
All Midtown,Manhattan,submarket,2018-05,3500
All Midtown,Manhattan,submarket,2018-06,3500
All Midtown,Manhattan,submarket,2018-07,3500
All Midtown,Manhattan,submarket,2018-08,3500
All Midtown,Manhattan,submarket,2018-09,3500
All Midtown,Manhattan,submarket,2018-10,3525
All Midtown,Manhattan,submarket,2018-11,3500
All Midtown,Manhattan,submarket,2018-12,3550
All Midtown,Manhattan,submarket,2019-01,3500
All Midtown,Manhattan,submarket,2019-02,3550
All Midtown,Manhattan,submarket,2019-03,3531
All Midtown,Manhattan,submarket,2019-04,3575
All Midtown,Manhattan,submarket,2019-05,3625
All Midtown,Manhattan,submarket,2019-06,3674
All Midtown,Manhattan,submarket,2019-07,3700
All Midtown,Manhattan,submarket,2019-08,3700
All Midtown,Manhattan,submarket,2019-09,3700
All Midtown,Manhattan,submarket,2019-10,3685
All Midtown,Manhattan,submarket,2019-11,3700
All Midtown,Manhattan,submarket,2019-12,3700
All Midtown,Manhattan,submarket,2020-01,3700
All Midtown,Manhattan,submarket,2020-02,3700
All Midtown,Manhattan,submarket,2020-03,3690
All Midtown,Manhattan,submarket,2020-04,3550
All Midtown,Manhattan,submarket,2020-05,3375
All Midtown,Manhattan,submarket,2020-06,3226
All Midtown,Manhattan,submarket,2020-07,3100
All Midtown,Manhattan,submarket,2020-08,3000
All Midtown,Manhattan,submarket,2020-09,2962
All Midtown,Manhattan,submarket,2020-10,2900
All Midtown,Manhattan,submarket,2020-11,2894
All Midtown,Manhattan,submarket,2020-12,2889
All Midtown,Manhattan,submarket,2021-01,2900
All Midtown,Manhattan,submarket,2021-02,2900
All Midtown,Manhattan,submarket,2021-03,2988
All Midtown,Manhattan,submarket,2021-04,3000
All Midtown,Manhattan,submarket,2021-05,3150
All Midtown,Manhattan,submarket,2021-06,3250
All Midtown,Manhattan,submarket,2021-07,3495
All Midtown,Manhattan,submarket,2021-08,3600
All Upper East Side,Manhattan,submarket,2010-01,2450
All Upper East Side,Manhattan,submarket,2010-02,2450
All Upper East Side,Manhattan,submarket,2010-03,2400
All Upper East Side,Manhattan,submarket,2010-04,2500
All Upper East Side,Manhattan,submarket,2010-05,2550
All Upper East Side,Manhattan,submarket,2010-06,2550
All Upper East Side,Manhattan,submarket,2010-07,2595
All Upper East Side,Manhattan,submarket,2010-08,2500
All Upper East Side,Manhattan,submarket,2010-09,2595
All Upper East Side,Manhattan,submarket,2010-10,2550
All Upper East Side,Manhattan,submarket,2010-11,2500
All Upper East Side,Manhattan,submarket,2010-12,2550
All Upper East Side,Manhattan,submarket,2011-01,2500
All Upper East Side,Manhattan,submarket,2011-02,2500
All Upper East Side,Manhattan,submarket,2011-03,2450
All Upper East Side,Manhattan,submarket,2011-04,2500
All Upper East Side,Manhattan,submarket,2011-05,2600
All Upper East Side,Manhattan,submarket,2011-06,2695
All Upper East Side,Manhattan,submarket,2011-07,2650
All Upper East Side,Manhattan,submarket,2011-08,2695
All Upper East Side,Manhattan,submarket,2011-09,2795
All Upper East Side,Manhattan,submarket,2011-10,2800
All Upper East Side,Manhattan,submarket,2011-11,2800
All Upper East Side,Manhattan,submarket,2011-12,2800
All Upper East Side,Manhattan,submarket,2012-01,2700
All Upper East Side,Manhattan,submarket,2012-02,2700
All Upper East Side,Manhattan,submarket,2012-03,2695
All Upper East Side,Manhattan,submarket,2012-04,2695
All Upper East Side,Manhattan,submarket,2012-05,2695
All Upper East Side,Manhattan,submarket,2012-06,2750
All Upper East Side,Manhattan,submarket,2012-07,2700
All Upper East Side,Manhattan,submarket,2012-08,2750
All Upper East Side,Manhattan,submarket,2012-09,2850
All Upper East Side,Manhattan,submarket,2012-10,2795
All Upper East Side,Manhattan,submarket,2012-11,2850
All Upper East Side,Manhattan,submarket,2012-12,2850
All Upper East Side,Manhattan,submarket,2013-01,2795
All Upper East Side,Manhattan,submarket,2013-02,2800
All Upper East Side,Manhattan,submarket,2013-03,2795
All Upper East Side,Manhattan,submarket,2013-04,2750
All Upper East Side,Manhattan,submarket,2013-05,2750
All Upper East Side,Manhattan,submarket,2013-06,2750
All Upper East Side,Manhattan,submarket,2013-07,2750
All Upper East Side,Manhattan,submarket,2013-08,2800
All Upper East Side,Manhattan,submarket,2013-09,2895
All Upper East Side,Manhattan,submarket,2013-10,2850
All Upper East Side,Manhattan,submarket,2013-11,2800
All Upper East Side,Manhattan,submarket,2013-12,2800
All Upper East Side,Manhattan,submarket,2014-01,2700
All Upper East Side,Manhattan,submarket,2014-02,2795
All Upper East Side,Manhattan,submarket,2014-03,2700
All Upper East Side,Manhattan,submarket,2014-04,2700
All Upper East Side,Manhattan,submarket,2014-05,2700
All Upper East Side,Manhattan,submarket,2014-06,2700
All Upper East Side,Manhattan,submarket,2014-07,2725
All Upper East Side,Manhattan,submarket,2014-08,2700
All Upper East Side,Manhattan,submarket,2014-09,2750
All Upper East Side,Manhattan,submarket,2014-10,2750
All Upper East Side,Manhattan,submarket,2014-11,2800
All Upper East Side,Manhattan,submarket,2014-12,2849
All Upper East Side,Manhattan,submarket,2015-01,2850
All Upper East Side,Manhattan,submarket,2015-02,2900
All Upper East Side,Manhattan,submarket,2015-03,2899
All Upper East Side,Manhattan,submarket,2015-04,2875
All Upper East Side,Manhattan,submarket,2015-05,2950
All Upper East Side,Manhattan,submarket,2015-06,2995
All Upper East Side,Manhattan,submarket,2015-07,2950
All Upper East Side,Manhattan,submarket,2015-08,2995
All Upper East Side,Manhattan,submarket,2015-09,3025
All Upper East Side,Manhattan,submarket,2015-10,2995
All Upper East Side,Manhattan,submarket,2015-11,2900
All Upper East Side,Manhattan,submarket,2015-12,2950
All Upper East Side,Manhattan,submarket,2016-01,2995
All Upper East Side,Manhattan,submarket,2016-02,2975
All Upper East Side,Manhattan,submarket,2016-03,3000
All Upper East Side,Manhattan,submarket,2016-04,3000
All Upper East Side,Manhattan,submarket,2016-05,3000
All Upper East Side,Manhattan,submarket,2016-06,2995
All Upper East Side,Manhattan,submarket,2016-07,2990
All Upper East Side,Manhattan,submarket,2016-08,2916
All Upper East Side,Manhattan,submarket,2016-09,2950
All Upper East Side,Manhattan,submarket,2016-10,2950
All Upper East Side,Manhattan,submarket,2016-11,2975
All Upper East Side,Manhattan,submarket,2016-12,3000
All Upper East Side,Manhattan,submarket,2017-01,2995
All Upper East Side,Manhattan,submarket,2017-02,2995
All Upper East Side,Manhattan,submarket,2017-03,2925
All Upper East Side,Manhattan,submarket,2017-04,2950
All Upper East Side,Manhattan,submarket,2017-05,2950
All Upper East Side,Manhattan,submarket,2017-06,2950
All Upper East Side,Manhattan,submarket,2017-07,2948
All Upper East Side,Manhattan,submarket,2017-08,2900
All Upper East Side,Manhattan,submarket,2017-09,2995
All Upper East Side,Manhattan,submarket,2017-10,2940
All Upper East Side,Manhattan,submarket,2017-11,2990
All Upper East Side,Manhattan,submarket,2017-12,2975
All Upper East Side,Manhattan,submarket,2018-01,2900
All Upper East Side,Manhattan,submarket,2018-02,2895
All Upper East Side,Manhattan,submarket,2018-03,2850
All Upper East Side,Manhattan,submarket,2018-04,2845
All Upper East Side,Manhattan,submarket,2018-05,2850
All Upper East Side,Manhattan,submarket,2018-06,2900
All Upper East Side,Manhattan,submarket,2018-07,2900
All Upper East Side,Manhattan,submarket,2018-08,2900
All Upper East Side,Manhattan,submarket,2018-09,2895
All Upper East Side,Manhattan,submarket,2018-10,2995
All Upper East Side,Manhattan,submarket,2018-11,2995
All Upper East Side,Manhattan,submarket,2018-12,3000
All Upper East Side,Manhattan,submarket,2019-01,3000
All Upper East Side,Manhattan,submarket,2019-02,3000
All Upper East Side,Manhattan,submarket,2019-03,2995
All Upper East Side,Manhattan,submarket,2019-04,2990
All Upper East Side,Manhattan,submarket,2019-05,3000
All Upper East Side,Manhattan,submarket,2019-06,3040
All Upper East Side,Manhattan,submarket,2019-07,3050
All Upper East Side,Manhattan,submarket,2019-08,2995
All Upper East Side,Manhattan,submarket,2019-09,3000
All Upper East Side,Manhattan,submarket,2019-10,3100
All Upper East Side,Manhattan,submarket,2019-11,3208
All Upper East Side,Manhattan,submarket,2019-12,3295
All Upper East Side,Manhattan,submarket,2020-01,3275
All Upper East Side,Manhattan,submarket,2020-02,3250
All Upper East Side,Manhattan,submarket,2020-03,3250
All Upper East Side,Manhattan,submarket,2020-04,3175
All Upper East Side,Manhattan,submarket,2020-05,3050
All Upper East Side,Manhattan,submarket,2020-06,2950
All Upper East Side,Manhattan,submarket,2020-07,2800
All Upper East Side,Manhattan,submarket,2020-08,2700
All Upper East Side,Manhattan,submarket,2020-09,2650
All Upper East Side,Manhattan,submarket,2020-10,2500
All Upper East Side,Manhattan,submarket,2020-11,2495
All Upper East Side,Manhattan,submarket,2020-12,2499
All Upper East Side,Manhattan,submarket,2021-01,2450
All Upper East Side,Manhattan,submarket,2021-02,2450
All Upper East Side,Manhattan,submarket,2021-03,2400
All Upper East Side,Manhattan,submarket,2021-04,2400
All Upper East Side,Manhattan,submarket,2021-05,2458
All Upper East Side,Manhattan,submarket,2021-06,2495
All Upper East Side,Manhattan,submarket,2021-07,2550
All Upper East Side,Manhattan,submarket,2021-08,2700
All Upper Manhattan,Manhattan,submarket,2010-01,1836
All Upper Manhattan,Manhattan,submarket,2010-02,1800
All Upper Manhattan,Manhattan,submarket,2010-03,1795
All Upper Manhattan,Manhattan,submarket,2010-04,1800
All Upper Manhattan,Manhattan,submarket,2010-05,1823
All Upper Manhattan,Manhattan,submarket,2010-06,1850
All Upper Manhattan,Manhattan,submarket,2010-07,1875
All Upper Manhattan,Manhattan,submarket,2010-08,1850
All Upper Manhattan,Manhattan,submarket,2010-09,1898
All Upper Manhattan,Manhattan,submarket,2010-10,1875
All Upper Manhattan,Manhattan,submarket,2010-11,1850
All Upper Manhattan,Manhattan,submarket,2010-12,1850
All Upper Manhattan,Manhattan,submarket,2011-01,1850
All Upper Manhattan,Manhattan,submarket,2011-02,1800
All Upper Manhattan,Manhattan,submarket,2011-03,1875
All Upper Manhattan,Manhattan,submarket,2011-04,1895
All Upper Manhattan,Manhattan,submarket,2011-05,1920
All Upper Manhattan,Manhattan,submarket,2011-06,1950
All Upper Manhattan,Manhattan,submarket,2011-07,1950
All Upper Manhattan,Manhattan,submarket,2011-08,1976
All Upper Manhattan,Manhattan,submarket,2011-09,1995
All Upper Manhattan,Manhattan,submarket,2011-10,1985
All Upper Manhattan,Manhattan,submarket,2011-11,1995
All Upper Manhattan,Manhattan,submarket,2011-12,2000
All Upper Manhattan,Manhattan,submarket,2012-01,2000
All Upper Manhattan,Manhattan,submarket,2012-02,2000
All Upper Manhattan,Manhattan,submarket,2012-03,2000
All Upper Manhattan,Manhattan,submarket,2012-04,2000
All Upper Manhattan,Manhattan,submarket,2012-05,1995
All Upper Manhattan,Manhattan,submarket,2012-06,1963
All Upper Manhattan,Manhattan,submarket,2012-07,2000
All Upper Manhattan,Manhattan,submarket,2012-08,2050
All Upper Manhattan,Manhattan,submarket,2012-09,2000
All Upper Manhattan,Manhattan,submarket,2012-10,1995
All Upper Manhattan,Manhattan,submarket,2012-11,2000
All Upper Manhattan,Manhattan,submarket,2012-12,2000
All Upper Manhattan,Manhattan,submarket,2013-01,1980
All Upper Manhattan,Manhattan,submarket,2013-02,1995
All Upper Manhattan,Manhattan,submarket,2013-03,2000
All Upper Manhattan,Manhattan,submarket,2013-04,2000
All Upper Manhattan,Manhattan,submarket,2013-05,2025
All Upper Manhattan,Manhattan,submarket,2013-06,2100
All Upper Manhattan,Manhattan,submarket,2013-07,2150
All Upper Manhattan,Manhattan,submarket,2013-08,2150
All Upper Manhattan,Manhattan,submarket,2013-09,2100
All Upper Manhattan,Manhattan,submarket,2013-10,2000
All Upper Manhattan,Manhattan,submarket,2013-11,2000
All Upper Manhattan,Manhattan,submarket,2013-12,2000
All Upper Manhattan,Manhattan,submarket,2014-01,2000
All Upper Manhattan,Manhattan,submarket,2014-02,1995
All Upper Manhattan,Manhattan,submarket,2014-03,2000
All Upper Manhattan,Manhattan,submarket,2014-04,2090
All Upper Manhattan,Manhattan,submarket,2014-05,2100
All Upper Manhattan,Manhattan,submarket,2014-06,2100
All Upper Manhattan,Manhattan,submarket,2014-07,2100
All Upper Manhattan,Manhattan,submarket,2014-08,2150
All Upper Manhattan,Manhattan,submarket,2014-09,2100
All Upper Manhattan,Manhattan,submarket,2014-10,2150
All Upper Manhattan,Manhattan,submarket,2014-11,2178
All Upper Manhattan,Manhattan,submarket,2014-12,2190
All Upper Manhattan,Manhattan,submarket,2015-01,2156
All Upper Manhattan,Manhattan,submarket,2015-02,2200
All Upper Manhattan,Manhattan,submarket,2015-03,2200
All Upper Manhattan,Manhattan,submarket,2015-04,2200
All Upper Manhattan,Manhattan,submarket,2015-05,2250
All Upper Manhattan,Manhattan,submarket,2015-06,2291
All Upper Manhattan,Manhattan,submarket,2015-07,2295
All Upper Manhattan,Manhattan,submarket,2015-08,2300
All Upper Manhattan,Manhattan,submarket,2015-09,2266
All Upper Manhattan,Manhattan,submarket,2015-10,2275
All Upper Manhattan,Manhattan,submarket,2015-11,2250
All Upper Manhattan,Manhattan,submarket,2015-12,2250
All Upper Manhattan,Manhattan,submarket,2016-01,2289
All Upper Manhattan,Manhattan,submarket,2016-02,2284
All Upper Manhattan,Manhattan,submarket,2016-03,2300
All Upper Manhattan,Manhattan,submarket,2016-04,2374
All Upper Manhattan,Manhattan,submarket,2016-05,2395
All Upper Manhattan,Manhattan,submarket,2016-06,2350
All Upper Manhattan,Manhattan,submarket,2016-07,2395
All Upper Manhattan,Manhattan,submarket,2016-08,2400
All Upper Manhattan,Manhattan,submarket,2016-09,2400
All Upper Manhattan,Manhattan,submarket,2016-10,2395
All Upper Manhattan,Manhattan,submarket,2016-11,2390
All Upper Manhattan,Manhattan,submarket,2016-12,2383
All Upper Manhattan,Manhattan,submarket,2017-01,2350
All Upper Manhattan,Manhattan,submarket,2017-02,2300
All Upper Manhattan,Manhattan,submarket,2017-03,2296
All Upper Manhattan,Manhattan,submarket,2017-04,2330
All Upper Manhattan,Manhattan,submarket,2017-05,2350
All Upper Manhattan,Manhattan,submarket,2017-06,2350
All Upper Manhattan,Manhattan,submarket,2017-07,2395
All Upper Manhattan,Manhattan,submarket,2017-08,2395
All Upper Manhattan,Manhattan,submarket,2017-09,2354
All Upper Manhattan,Manhattan,submarket,2017-10,2350
All Upper Manhattan,Manhattan,submarket,2017-11,2259
All Upper Manhattan,Manhattan,submarket,2017-12,2295
All Upper Manhattan,Manhattan,submarket,2018-01,2266
All Upper Manhattan,Manhattan,submarket,2018-02,2295
All Upper Manhattan,Manhattan,submarket,2018-03,2300
All Upper Manhattan,Manhattan,submarket,2018-04,2350
All Upper Manhattan,Manhattan,submarket,2018-05,2378
All Upper Manhattan,Manhattan,submarket,2018-06,2399
All Upper Manhattan,Manhattan,submarket,2018-07,2429
All Upper Manhattan,Manhattan,submarket,2018-08,2400
All Upper Manhattan,Manhattan,submarket,2018-09,2350
All Upper Manhattan,Manhattan,submarket,2018-10,2350
All Upper Manhattan,Manhattan,submarket,2018-11,2300
All Upper Manhattan,Manhattan,submarket,2018-12,2300
All Upper Manhattan,Manhattan,submarket,2019-01,2300
All Upper Manhattan,Manhattan,submarket,2019-02,2329
All Upper Manhattan,Manhattan,submarket,2019-03,2365
All Upper Manhattan,Manhattan,submarket,2019-04,2400
All Upper Manhattan,Manhattan,submarket,2019-05,2450
All Upper Manhattan,Manhattan,submarket,2019-06,2500
All Upper Manhattan,Manhattan,submarket,2019-07,2500
All Upper Manhattan,Manhattan,submarket,2019-08,2495
All Upper Manhattan,Manhattan,submarket,2019-09,2442
All Upper Manhattan,Manhattan,submarket,2019-10,2395
All Upper Manhattan,Manhattan,submarket,2019-11,2350
All Upper Manhattan,Manhattan,submarket,2019-12,2350
All Upper Manhattan,Manhattan,submarket,2020-01,2383
All Upper Manhattan,Manhattan,submarket,2020-02,2400
All Upper Manhattan,Manhattan,submarket,2020-03,2450
All Upper Manhattan,Manhattan,submarket,2020-04,2450
All Upper Manhattan,Manhattan,submarket,2020-05,2425
All Upper Manhattan,Manhattan,submarket,2020-06,2400
All Upper Manhattan,Manhattan,submarket,2020-07,2400
All Upper Manhattan,Manhattan,submarket,2020-08,2350
All Upper Manhattan,Manhattan,submarket,2020-09,2295
